station,elevation,date,T2M_MIN,T2M_MAX,T2M_RANGE,RH2M,WS2M,PS,PRECTOTCORR,frost
Azángaro,3859,2009-01-05,9.57,16.83,7.26,83.1,0.35,63.44,0.0,0
Azángaro,3859,2009-01-06,7.87,17.15,9.28,85.4,4.31,62.38,0.037,0
Azángaro,3859,2009-01-07,10.15,20.78,10.62,57.1,5.17,63.91,0.001,0
Azángaro,3859,2009-01-08,10.5,22.1,11.6,65.5,2.93,61.03,0.0,0
Azángaro,3859,2009-01-09,8.49,20.75,12.26,51.6,4.86,62.07,0.008,0
Azángaro,3859,2009-01-10,7.71,16.76,9.05,70.5,2.41,62.94,0.01,0
Azángaro,3859,2009-01-11,9.77,15.35,5.58,80.8,2.01,62.5,0.096,0
Azángaro,3859,2009-01-12,5.37,10.47,5.1,77.0,1.42,62.55,0.001,0
Azángaro,3859,2009-01-13,10.77,21.97,11.2,55.7,3.92,63.52,0.041,0
Azángaro,3859,2009-01-14,9.5,17.77,8.27,70.9,4.09,63.37,0.033,0
Azángaro,3859,2009-01-15,6.28,15.63,9.35,67.0,2.98,63.01,0.002,0
Azángaro,3859,2009-01-16,8.12,13.17,5.05,75.3,2.65,61.17,0.0,0
Azángaro,3859,2009-01-17,9.97,20.49,10.52,76.5,2.07,62.52,0.172,0
Azángaro,3859,2009-01-18,8.37,17.83,9.46,50.7,6.65,61.59,0.184,0
Azángaro,3859,2009-01-19,9.52,17.97,8.45,29.5,2.69,63.35,0.035,0
Azángaro,3859,2009-01-20,11.61,23.41,11.8,47.1,4.24,62.78,0.003,0
Azángaro,3859,2009-01-21,8.78,15.54,6.76,81.5,0.0,63.66,0.181,0
Azángaro,3859,2009-01-22,12.7,24.87,12.17,75.9,5.94,64.3,0.0,0
Azángaro,3859,2009-01-23,9.05,14.48,5.43,73.0,2.74,64.23,0.019,0
Azángaro,3859,2009-01-24,11.0,27.34,16.34,54.9,5.22,64.84,0.011,0
Azángaro,3859,2009-01-25,11.67,22.5,10.83,63.9,5.29,61.72,0.007,0
Azángaro,3859,2009-01-26,7.98,25.35,17.37,68.6,4.09,63.42,0.131,0
Azángaro,3859,2009-01-27,13.58,19.99,6.41,75.1,3.7,62.32,0.0,0
Azángaro,3859,2009-01-28,9.63,19.73,10.1,66.6,6.4,64.33,0.001,0
Azángaro,3859,2009-01-29,5.99,20.28,14.29,64.2,0.82,63.42,0.0,0
Azángaro,3859,2009-01-30,6.91,19.97,13.06,91.0,7.85,63.83,0.06,0
Azángaro,3859,2009-01-31,7.04,19.7,12.66,63.0,3.51,62.5,0.238,0
Azángaro,3859,2009-02-01,8.17,18.8,10.62,88.7,6.31,62.97,0.108,0
Azángaro,3859,2009-02-02,7.93,17.08,9.15,52.9,3.85,63.83,0.0,0
Azángaro,3859,2009-02-03,4.9,16.48,11.58,63.2,4.54,62.93,0.216,0
Azángaro,3859,2009-02-04,8.92,20.11,11.18,57.3,1.69,61.75,0.128,0
Azángaro,3859,2009-02-05,11.89,23.99,12.1,89.8,1.97,64.77,0.132,0
Azángaro,3859,2009-02-06,10.06,24.48,14.42,69.6,3.68,61.0,0.047,0
Azángaro,3859,2009-02-07,10.87,21.46,10.59,95.0,9.63,64.4,0.0,0
Azángaro,3859,2009-02-08,5.89,15.94,10.06,84.7,1.58,62.61,0.054,0
Azángaro,3859,2009-02-09,6.3,13.99,7.69,75.0,3.64,62.28,0.002,0
Azángaro,3859,2009-02-10,5.82,12.48,6.65,77.9,6.49,63.15,0.046,0
Azángaro,3859,2009-02-11,9.46,17.44,7.99,75.7,4.05,61.63,0.204,0
Azángaro,3859,2009-02-12,3.69,17.92,14.22,59.7,1.58,63.29,0.006,0
Azángaro,3859,2009-02-13,11.67,26.45,14.78,47.6,3.87,65.92,1.564,0
Azángaro,3859,2009-02-14,3.77,11.5,7.73,91.3,2.41,64.98,0.249,0
Azángaro,3859,2009-02-15,2.66,12.67,10.01,83.7,4.11,61.4,0.247,0
Azángaro,3859,2009-02-16,4.38,16.99,12.61,68.4,2.68,63.17,0.217,0
Azángaro,3859,2009-02-17,6.47,19.07,12.6,69.4,6.75,62.03,0.273,0
Azángaro,3859,2009-02-18,3.17,17.45,14.28,59.4,5.14,63.45,0.131,0
Azángaro,3859,2009-02-19,2.74,16.55,13.81,84.0,5.36,61.98,0.127,0
Azángaro,3859,2009-02-20,9.33,19.9,10.57,83.7,2.28,64.49,0.052,0
Azángaro,3859,2009-02-21,5.6,13.54,7.94,71.6,0.52,63.19,0.023,0
Azángaro,3859,2009-02-22,3.39,18.13,14.74,54.4,0.0,62.03,0.361,0
Azángaro,3859,2009-02-23,6.32,22.35,16.04,70.4,1.31,62.4,0.209,0
Azángaro,3859,2009-02-24,4.65,17.12,12.46,68.9,4.56,62.19,0.309,0
Azángaro,3859,2009-02-25,8.03,20.56,12.53,76.1,3.19,62.56,0.351,0
Azángaro,3859,2009-02-26,7.73,14.98,7.26,68.8,2.4,61.59,0.053,0
Azángaro,3859,2009-02-27,8.71,22.67,13.96,59.2,3.32,62.17,0.663,0
Azángaro,3859,2009-02-28,8.8,23.14,14.34,50.8,2.4,64.1,1.989,0
Azángaro,3859,2009-03-01,3.8,23.23,19.42,62.3,7.04,63.19,0.526,0
Azángaro,3859,2009-03-02,3.67,16.21,12.54,66.6,4.2,60.84,0.041,0
Azángaro,3859,2009-03-03,5.28,14.18,8.9,79.6,2.34,63.53,0.167,0
Azángaro,3859,2009-03-04,4.34,11.95,7.62,77.2,1.34,62.87,0.033,0
Azángaro,3859,2009-03-05,4.17,15.32,11.14,70.4,6.95,62.39,0.081,0
Azángaro,3859,2009-03-06,4.12,12.73,8.61,72.0,6.37,61.41,0.365,0
Azángaro,3859,2009-03-07,4.35,13.62,9.27,72.0,0.89,62.32,0.049,0
Azángaro,3859,2009-03-08,5.99,14.19,8.19,71.8,5.84,62.27,0.001,0
Azángaro,3859,2009-03-09,7.94,18.99,11.05,90.8,7.9,62.61,0.977,0
Azángaro,3859,2009-03-10,8.25,19.68,11.44,79.7,3.8,61.29,0.006,0
Azángaro,3859,2009-03-11,3.36,22.51,19.15,52.5,2.5,62.89,0.015,0
Azángaro,3859,2009-03-12,8.25,21.04,12.78,84.5,6.29,63.4,0.011,0
Azángaro,3859,2009-03-13,9.12,24.47,15.35,86.5,2.03,62.82,0.005,0
Azángaro,3859,2009-03-14,1.49,13.31,11.81,83.8,0.0,63.9,0.001,0
Azángaro,3859,2009-03-15,7.23,17.71,10.48,77.0,1.47,61.22,0.615,0
Azángaro,3859,2009-03-16,4.84,16.53,11.68,70.6,2.75,64.47,0.06,0
Azángaro,3859,2009-03-17,1.2,12.35,11.15,81.7,5.31,63.67,0.094,0
Azángaro,3859,2009-03-18,5.66,21.66,16.0,63.0,2.53,62.98,0.149,0
Azángaro,3859,2009-03-19,7.61,20.82,13.22,65.6,0.63,62.63,0.019,0
Azángaro,3859,2009-03-20,5.18,20.66,15.48,91.8,6.4,62.57,0.091,0
Azángaro,3859,2009-03-21,3.49,19.48,15.99,76.1,3.33,64.13,0.013,0
Azángaro,3859,2009-03-22,4.4,14.9,10.5,54.7,2.84,63.47,0.976,0
Azángaro,3859,2009-03-23,8.72,24.78,16.06,62.2,1.94,62.7,0.005,0
Azángaro,3859,2009-03-24,4.18,8.81,4.63,81.4,4.82,60.37,0.002,0
Azángaro,3859,2009-03-25,4.47,9.36,4.89,65.8,1.19,62.56,0.075,0
Azángaro,3859,2009-03-26,2.6,13.7,11.1,55.9,2.19,61.98,0.19,0
Azángaro,3859,2009-03-27,7.57,15.49,7.92,81.2,0.74,62.68,1.193,0
Azángaro,3859,2009-03-28,0.07,12.09,12.02,77.3,2.52,63.01,0.021,0
Azángaro,3859,2009-03-29,5.91,12.75,6.84,82.2,2.9,63.96,0.04,0
Azángaro,3859,2009-03-30,-0.01,9.33,9.34,75.8,5.15,61.48,1.23,1
Azángaro,3859,2009-03-31,4.38,15.8,11.42,60.7,0.0,61.93,0.231,0
Azángaro,3859,2009-04-01,2.33,15.11,12.79,79.2,1.81,63.65,0.0,0
Azángaro,3859,2009-04-02,0.2,15.91,15.71,69.7,1.78,64.17,0.065,0
Azángaro,3859,2009-04-03,7.09,17.3,10.21,87.4,6.38,63.43,0.096,0
Azángaro,3859,2009-04-04,2.86,16.65,13.78,84.5,2.85,62.89,0.148,0
Azángaro,3859,2009-04-05,-1.24,10.0,11.25,61.6,5.86,62.51,0.691,1
Azángaro,3859,2009-04-06,2.51,16.93,14.41,83.3,4.45,62.88,0.0,0
Azángaro,3859,2009-04-07,-2.32,7.3,9.62,63.3,3.31,63.95,0.002,1
Azángaro,3859,2009-04-08,0.93,14.15,13.23,95.0,0.0,62.51,0.863,0
Azángaro,3859,2009-04-09,5.03,14.08,9.05,74.2,1.26,63.53,0.1,0
Azángaro,3859,2009-04-10,1.43,13.5,12.07,64.2,5.64,62.87,0.172,0
Azángaro,3859,2009-04-11,-0.43,9.33,9.76,56.7,4.08,63.15,0.877,1
Azángaro,3859,2009-04-12,0.93,14.03,13.09,93.4,3.09,63.43,0.006,0
Azángaro,3859,2009-04-13,3.81,16.96,13.15,54.1,0.78,63.01,0.019,0
Azángaro,3859,2009-04-14,4.36,15.98,11.63,83.5,0.0,62.72,0.117,0
Azángaro,3859,2009-04-15,1.79,16.02,14.23,72.7,6.36,63.67,0.081,0
Azángaro,3859,2009-04-16,0.42,15.21,14.8,81.9,1.77,62.32,0.001,0
Azángaro,3859,2009-04-17,2.54,12.14,9.61,93.0,2.23,62.89,1.311,0
Azángaro,3859,2009-04-18,-0.73,11.84,12.57,54.0,1.13,63.2,0.006,1
Azángaro,3859,2009-04-19,2.87,19.01,16.14,76.4,1.12,61.8,0.324,0
Azángaro,3859,2009-04-20,-1.11,8.04,9.16,50.7,3.66,64.22,0.001,1
Azángaro,3859,2009-04-21,-1.06,10.78,11.85,62.5,0.0,62.32,0.001,1
Azángaro,3859,2009-04-22,2.14,15.38,13.24,75.6,4.35,62.7,0.0,0
Azángaro,3859,2009-04-23,3.35,10.79,7.44,95.0,3.7,61.21,0.025,0
Azángaro,3859,2009-04-24,0.01,17.5,17.48,66.4,1.28,63.76,0.191,0
Azángaro,3859,2009-04-25,4.73,14.22,9.49,65.4,1.73,64.57,0.501,0
Azángaro,3859,2009-04-26,3.58,13.9,10.32,81.4,5.47,61.44,1.379,0
Azángaro,3859,2009-04-27,0.33,11.63,11.3,63.3,3.31,61.82,0.328,0
Azángaro,3859,2009-04-28,-0.35,8.66,9.01,69.3,3.22,62.69,0.439,1
Azángaro,3859,2009-04-29,1.29,14.36,13.08,72.8,1.29,62.38,0.278,0
Azángaro,3859,2009-04-30,-1.58,13.93,15.51,75.3,0.63,62.4,0.157,1
Azángaro,3859,2009-05-01,5.56,19.0,13.45,78.4,3.06,60.92,0.97,0
Azángaro,3859,2009-05-02,1.66,14.63,12.97,53.2,2.65,62.3,0.001,0
Azángaro,3859,2009-05-03,4.24,18.16,13.91,82.3,3.14,64.7,0.0,0
Azángaro,3859,2009-05-04,-1.61,8.6,10.21,79.5,5.73,62.36,0.45,1
Azángaro,3859,2009-05-05,4.45,14.3,9.85,82.3,3.13,64.51,0.019,0
Azángaro,3859,2009-05-06,0.28,16.42,16.14,75.8,0.03,61.93,0.268,0
Azángaro,3859,2009-05-07,2.92,16.64,13.71,62.4,2.88,63.45,0.877,0
Azángaro,3859,2009-05-08,2.85,10.38,7.52,40.4,1.9,61.51,0.015,0
Azángaro,3859,2009-05-09,3.53,19.85,16.32,64.2,2.77,62.89,0.628,0
Azángaro,3859,2009-05-10,2.0,17.56,15.56,62.4,2.09,63.05,0.115,0
Azángaro,3859,2009-05-11,-0.46,12.99,13.45,70.6,6.49,61.98,0.007,1
Azángaro,3859,2009-05-12,1.22,16.32,15.09,64.8,1.1,62.74,0.035,0
Azángaro,3859,2009-05-13,-1.3,14.39,15.69,42.5,3.52,61.41,0.374,1
Azángaro,3859,2009-05-14,-0.91,10.36,11.28,85.5,1.88,60.7,0.446,1
Azángaro,3859,2009-05-15,0.32,14.52,14.19,80.4,1.16,61.28,0.0,0
Azángaro,3859,2009-05-16,-4.77,14.1,18.87,42.6,6.5,62.64,0.002,1
Azángaro,3859,2009-05-17,2.17,11.79,9.62,65.5,5.09,61.51,0.342,0
Azángaro,3859,2009-05-18,-2.06,8.77,10.83,73.1,2.07,62.39,0.727,1
Azángaro,3859,2009-05-19,-4.06,4.09,8.15,57.2,0.32,62.9,0.44,1
Azángaro,3859,2009-05-20,-1.47,9.16,10.63,68.9,4.45,62.76,1.187,1
Azángaro,3859,2009-05-21,1.72,16.81,15.09,47.7,4.23,62.91,0.434,0
Azángaro,3859,2009-05-22,-0.76,7.75,8.51,79.9,1.71,61.5,0.047,1
Azángaro,3859,2009-05-23,-4.87,9.11,13.97,77.9,0.0,62.71,0.006,1
Azángaro,3859,2009-05-24,3.74,19.13,15.4,73.3,5.52,62.11,1.173,0
Azángaro,3859,2009-05-25,-1.55,4.15,5.7,78.1,0.95,61.87,0.024,1
Azángaro,3859,2009-05-26,-4.5,4.72,9.22,75.8,4.38,62.65,2.123,1
Azángaro,3859,2009-05-27,-3.25,12.09,15.34,74.1,5.13,63.54,0.0,1
Azángaro,3859,2009-05-28,-5.34,7.14,12.48,67.1,4.36,61.59,0.004,1
Azángaro,3859,2009-05-29,1.24,9.64,8.4,62.6,2.14,63.56,0.0,0
Azángaro,3859,2009-05-30,-3.89,5.87,9.76,76.2,5.6,62.11,0.107,1
Azángaro,3859,2009-05-31,-3.56,8.35,11.92,94.0,2.75,62.59,2.505,1
Azángaro,3859,2009-06-01,5.6,19.33,13.73,95.0,0.78,62.99,2.018,0
Azángaro,3859,2009-06-02,-2.01,14.57,16.58,55.1,1.58,63.37,1.051,1
Azángaro,3859,2009-06-03,-2.36,8.09,10.46,55.1,1.39,62.89,0.128,1
Azángaro,3859,2009-06-04,0.01,12.92,12.91,48.8,4.79,62.62,0.586,0
Azángaro,3859,2009-06-05,-6.1,4.17,10.27,66.9,4.84,61.43,0.061,1
Azángaro,3859,2009-06-06,2.05,13.59,11.54,49.4,2.48,62.71,2.125,0
Azángaro,3859,2009-06-07,-1.8,11.39,13.19,65.7,7.5,64.07,0.927,1
Azángaro,3859,2009-06-08,0.28,8.81,8.53,67.3,0.0,62.8,0.086,0
Azángaro,3859,2009-06-09,-1.26,11.38,12.65,95.0,0.24,62.03,0.311,1
Azángaro,3859,2009-06-10,0.76,7.46,6.7,84.7,2.77,62.15,0.454,0
Azángaro,3859,2009-06-11,-2.65,9.52,12.17,76.2,1.7,61.47,0.124,1
Azángaro,3859,2009-06-12,-0.57,16.28,16.85,89.5,2.94,62.21,0.723,1
Azángaro,3859,2009-06-13,3.79,14.6,10.81,63.3,4.69,63.78,0.054,0
Azángaro,3859,2009-06-14,-5.65,1.16,6.81,41.6,8.1,63.08,2.315,1
Azángaro,3859,2009-06-15,5.5,12.79,7.3,80.2,2.47,60.88,1.598,0
Azángaro,3859,2009-06-16,1.21,13.76,12.55,62.7,2.48,63.03,0.541,0
Azángaro,3859,2009-06-17,-2.14,2.42,4.56,77.5,3.45,63.36,0.047,1
Azángaro,3859,2009-06-18,-4.97,3.99,8.95,65.9,7.06,62.98,0.114,1
Azángaro,3859,2009-06-19,-5.67,5.12,10.8,72.2,3.14,62.39,0.02,1
Azángaro,3859,2009-06-20,-4.32,12.74,17.06,71.5,4.25,63.13,4.006,1
Azángaro,3859,2009-06-21,-0.15,16.46,16.61,95.0,3.38,64.33,0.003,1
Azángaro,3859,2009-06-22,-2.26,8.14,10.39,39.3,4.99,62.29,0.0,1
Azángaro,3859,2009-06-23,-0.24,7.36,7.6,95.0,4.23,63.18,0.053,1
Azángaro,3859,2009-06-24,0.61,14.31,13.7,31.3,6.93,61.54,0.742,0
Azángaro,3859,2009-06-25,-0.23,9.12,9.35,75.5,6.39,61.49,1.324,1
Azángaro,3859,2009-06-26,-4.93,5.96,10.89,90.2,3.47,62.4,2.127,1
Azángaro,3859,2009-06-27,-0.66,11.24,11.9,74.1,2.46,63.44,0.042,1
Azángaro,3859,2009-06-28,-0.74,12.89,13.63,95.0,7.37,62.56,0.331,1
Azángaro,3859,2009-06-29,-4.68,5.81,10.49,59.8,1.16,64.08,0.489,1
Azángaro,3859,2009-06-30,-6.85,5.23,12.08,61.5,4.08,62.97,0.574,1
Azángaro,3859,2009-07-01,-0.62,7.66,8.28,68.0,4.97,61.72,3.19,1
Azángaro,3859,2009-07-02,-0.67,6.7,7.38,95.0,3.61,62.37,0.033,1
Azángaro,3859,2009-07-03,-1.69,7.5,9.19,73.6,2.77,63.49,2.517,1
Azángaro,3859,2009-07-04,-2.7,5.02,7.72,84.7,3.46,63.15,0.059,1
Azángaro,3859,2009-07-05,-6.57,5.63,12.2,33.9,3.7,63.47,0.004,1
Azángaro,3859,2009-07-06,-0.69,15.71,16.4,95.0,7.48,63.96,2.853,1
Azángaro,3859,2009-07-07,-0.08,9.31,9.39,62.3,4.43,64.34,0.187,1
Azángaro,3859,2009-07-08,-1.1,8.47,9.57,58.6,8.76,62.46,3.268,1
Azángaro,3859,2009-07-09,2.12,16.7,14.58,61.6,2.98,64.13,0.087,0
Azángaro,3859,2009-07-10,-2.89,13.5,16.39,76.2,0.0,61.42,1.003,1
Azángaro,3859,2009-07-11,-0.56,5.78,6.33,49.9,1.82,64.01,0.233,1
Azángaro,3859,2009-07-12,0.65,6.7,6.05,55.9,3.97,62.46,0.037,0
Azángaro,3859,2009-07-13,1.43,12.91,11.48,73.3,3.73,63.12,0.045,0
Azángaro,3859,2009-07-14,-2.39,7.3,9.69,52.4,0.18,63.74,0.579,1
Azángaro,3859,2009-07-15,-0.79,12.03,12.82,64.2,3.86,62.05,0.698,1
Azángaro,3859,2009-07-16,1.15,12.66,11.51,67.0,3.9,63.74,0.063,0
Azángaro,3859,2009-07-17,-1.04,8.35,9.39,82.6,1.85,62.78,0.0,1
Azángaro,3859,2009-07-18,3.56,13.85,10.3,64.5,3.37,63.06,0.026,0
Azángaro,3859,2009-07-19,-3.3,7.91,11.21,59.1,5.68,61.41,0.016,1
Azángaro,3859,2009-07-20,0.4,6.99,6.59,72.8,5.17,62.65,0.053,0
Azángaro,3859,2009-07-21,0.57,10.14,9.57,58.8,3.06,63.43,0.023,0
Azángaro,3859,2009-07-22,-3.03,4.43,7.46,78.8,4.2,62.84,0.015,1
Azángaro,3859,2009-07-23,0.31,8.96,8.64,54.0,6.22,63.24,0.142,0
Azángaro,3859,2009-07-24,-0.39,10.92,11.31,66.0,6.68,64.27,1.159,1
Azángaro,3859,2009-07-25,-0.53,6.29,6.82,72.7,6.2,63.68,0.281,1
Azángaro,3859,2009-07-26,-2.65,6.28,8.93,71.7,4.72,62.93,0.0,1
Azángaro,3859,2009-07-27,-0.91,5.7,6.6,63.4,1.25,61.98,0.063,1
Azángaro,3859,2009-07-28,2.96,10.79,7.83,73.2,0.0,64.26,0.116,0
Azángaro,3859,2009-07-29,1.5,14.3,12.8,95.0,3.81,63.63,0.561,0
Azángaro,3859,2009-07-30,-6.12,2.43,8.55,69.9,9.25,62.52,0.812,1
Azángaro,3859,2009-07-31,0.78,9.09,8.31,58.4,2.87,62.23,0.883,0
Azángaro,3859,2009-08-01,2.45,5.66,3.21,54.8,0.0,63.0,0.206,0
Azángaro,3859,2009-08-02,-2.03,4.28,6.3,68.3,1.04,62.27,2.247,1
Azángaro,3859,2009-08-03,-2.62,3.98,6.6,65.0,6.5,63.51,0.267,1
Azángaro,3859,2009-08-04,1.28,13.01,11.73,83.7,0.11,61.72,0.632,0
Azángaro,3859,2009-08-05,1.59,9.77,8.18,35.9,1.93,62.89,0.016,0
Azángaro,3859,2009-08-06,-2.54,2.18,4.72,80.0,7.15,61.66,1.05,1
Azángaro,3859,2009-08-07,2.77,10.49,7.72,77.0,6.7,61.54,0.016,0
Azángaro,3859,2009-08-08,1.28,14.72,13.44,45.0,2.27,62.96,0.122,0
Azángaro,3859,2009-08-09,-1.06,7.89,8.95,82.8,7.24,63.61,0.038,1
Azángaro,3859,2009-08-10,1.02,6.42,5.4,35.3,4.64,63.74,0.031,0
Azángaro,3859,2009-08-11,3.14,11.45,8.31,38.4,6.01,61.63,0.002,0
Azángaro,3859,2009-08-12,-1.47,6.57,8.04,60.5,1.8,62.08,0.149,1
Azángaro,3859,2009-08-13,-0.75,8.63,9.38,51.9,2.45,62.84,0.963,1
Azángaro,3859,2009-08-14,7.84,17.02,9.18,53.0,2.79,63.27,0.007,0
Azángaro,3859,2009-08-15,3.46,9.91,6.44,70.4,5.71,62.59,0.136,0
Azángaro,3859,2009-08-16,2.02,12.19,10.17,77.0,6.05,63.68,0.136,0
Azángaro,3859,2009-08-17,-2.83,9.7,12.53,72.4,0.0,63.52,0.091,1
Azángaro,3859,2009-08-18,-0.24,12.76,12.99,86.2,0.0,62.31,0.115,1
Azángaro,3859,2009-08-19,3.71,9.66,5.95,90.6,6.68,63.15,0.028,0
Azángaro,3859,2009-08-20,-3.48,5.22,8.7,55.6,5.61,63.51,0.099,1
Azángaro,3859,2009-08-21,5.03,11.65,6.62,86.0,7.56,62.7,0.006,0
Azángaro,3859,2009-08-22,-1.28,3.53,4.81,68.4,2.94,63.99,0.021,1
Azángaro,3859,2009-08-23,4.75,11.83,7.08,71.3,3.33,63.46,0.023,0
Azángaro,3859,2009-08-24,6.73,18.32,11.6,65.7,2.25,63.62,0.415,0
Azángaro,3859,2009-08-25,5.1,10.83,5.74,69.3,3.9,62.11,0.033,0
Azángaro,3859,2009-08-26,1.56,10.62,9.06,59.7,4.01,62.74,0.085,0
Azángaro,3859,2009-08-27,4.08,15.63,11.55,61.9,0.08,63.38,0.438,0
Azángaro,3859,2009-08-28,5.09,13.48,8.39,59.9,6.02,62.51,0.0,0
Azángaro,3859,2009-08-29,2.69,10.13,7.44,50.8,5.67,62.08,0.004,0
Azángaro,3859,2009-08-30,2.03,13.78,11.75,59.0,3.68,62.98,0.014,0
Azángaro,3859,2009-08-31,5.91,11.61,5.69,73.2,4.91,62.09,0.502,0
Azángaro,3859,2009-09-01,3.66,13.37,9.71,84.1,2.14,64.05,0.001,0
Azángaro,3859,2009-09-02,1.26,9.45,8.2,78.6,4.58,62.96,0.678,0
Azángaro,3859,2009-09-03,1.1,9.06,7.95,64.5,2.58,63.42,0.003,0
Azángaro,3859,2009-09-04,4.67,12.64,7.97,44.8,3.71,61.54,0.003,0
Azángaro,3859,2009-09-05,2.71,12.91,10.21,74.0,5.51,62.89,0.171,0
Azángaro,3859,2009-09-06,5.84,15.27,9.43,55.0,4.56,60.7,0.004,0
Azángaro,3859,2009-09-07,4.58,13.08,8.5,57.6,5.07,63.17,0.464,0
Azángaro,3859,2009-09-08,1.97,10.56,8.59,52.0,0.04,62.24,0.112,0
Azángaro,3859,2009-09-09,2.61,13.86,11.25,61.4,2.94,60.84,1.326,0
Azángaro,3859,2009-09-10,1.29,8.87,7.57,76.7,3.07,62.4,0.51,0
Azángaro,3859,2009-09-11,6.06,10.73,4.66,51.9,8.36,63.02,0.117,0
Azángaro,3859,2009-09-12,5.22,18.09,12.87,42.8,0.0,63.37,0.022,0
Azángaro,3859,2009-09-13,6.22,14.77,8.55,40.1,4.01,61.6,0.285,0
Azángaro,3859,2009-09-14,10.13,19.09,8.97,54.9,3.49,62.53,0.142,0
Azángaro,3859,2009-09-15,4.66,14.24,9.57,44.7,7.71,63.89,0.18,0
Azángaro,3859,2009-09-16,4.98,16.06,11.09,61.7,4.89,62.06,0.449,0
Azángaro,3859,2009-09-17,6.04,10.44,4.4,63.4,2.1,63.94,0.137,0
Azángaro,3859,2009-09-18,2.16,12.4,10.24,68.8,2.79,61.87,0.168,0
Azángaro,3859,2009-09-19,2.39,10.14,7.75,59.0,5.62,62.54,0.0,0
Azángaro,3859,2009-09-20,4.74,11.7,6.96,74.3,5.14,62.16,0.784,0
Azángaro,3859,2009-09-21,1.53,14.45,12.92,58.7,5.04,64.36,0.035,0
Azángaro,3859,2009-09-22,6.63,16.47,9.84,75.7,0.0,62.82,0.278,0
Azángaro,3859,2009-09-23,6.19,13.29,7.09,65.3,1.14,61.56,0.002,0
Azángaro,3859,2009-09-24,3.41,10.52,7.11,46.0,7.35,61.99,2.115,0
Azángaro,3859,2009-09-25,2.64,12.07,9.43,63.6,2.58,63.75,0.136,0
Azángaro,3859,2009-09-26,2.3,11.18,8.88,74.7,3.68,61.43,0.002,0
Azángaro,3859,2009-09-27,8.53,13.59,5.06,63.8,0.0,63.22,0.345,0
Azángaro,3859,2009-09-28,2.94,7.96,5.02,86.2,0.0,62.34,0.386,0
Azángaro,3859,2009-09-29,5.42,14.4,8.98,58.6,0.0,62.78,0.014,0
Azángaro,3859,2009-09-30,4.71,13.28,8.56,71.8,4.1,64.67,0.301,0
Azángaro,3859,2009-10-01,7.1,18.69,11.59,59.5,1.1,62.83,0.009,0
Azángaro,3859,2009-10-02,8.98,21.96,12.99,67.1,5.86,64.9,0.301,0
Azángaro,3859,2009-10-03,5.3,13.16,7.86,55.4,3.64,61.67,1.071,0
Azángaro,3859,2009-10-04,11.49,15.76,4.28,86.6,5.12,62.76,0.316,0
Azángaro,3859,2009-10-05,7.04,19.49,12.45,68.3,4.39,61.85,0.014,0
Azángaro,3859,2009-10-06,6.59,7.97,1.38,66.1,4.31,62.61,0.001,0
Azángaro,3859,2009-10-07,5.35,7.21,1.86,55.0,2.58,62.83,0.001,0
Azángaro,3859,2009-10-08,7.14,15.14,8.01,78.8,3.63,62.37,0.0,0
Azángaro,3859,2009-10-09,9.78,15.51,5.73,51.9,5.24,62.07,0.009,0
Azángaro,3859,2009-10-10,12.28,20.47,8.19,53.9,5.11,62.3,0.078,0
Azángaro,3859,2009-10-11,8.13,15.44,7.31,49.6,4.36,60.77,0.112,0
Azángaro,3859,2009-10-12,4.99,12.53,7.54,84.2,0.37,62.9,0.089,0
Azángaro,3859,2009-10-13,7.31,17.03,9.72,43.0,0.58,62.36,0.2,0
Azángaro,3859,2009-10-14,0.9,9.22,8.32,65.3,5.66,63.04,0.563,0
Azángaro,3859,2009-10-15,10.18,19.87,9.69,80.4,5.88,62.16,0.001,0
Azángaro,3859,2009-10-16,8.83,18.93,10.09,69.2,0.53,63.96,0.488,0
Azángaro,3859,2009-10-17,8.93,19.09,10.17,54.5,2.49,62.76,3.221,0
Azángaro,3859,2009-10-18,5.37,10.95,5.57,48.3,0.0,63.01,0.08,0
Azángaro,3859,2009-10-19,3.73,16.3,12.57,60.2,2.54,65.58,0.966,0
Azángaro,3859,2009-10-20,6.6,12.27,5.67,64.0,1.73,62.33,0.114,0
Azángaro,3859,2009-10-21,6.26,14.07,7.81,54.5,9.39,62.73,0.917,0
Azángaro,3859,2009-10-22,7.24,14.29,7.04,64.7,4.61,62.06,0.226,0
Azángaro,3859,2009-10-23,10.67,23.18,12.51,77.5,3.2,63.55,0.141,0
Azángaro,3859,2009-10-24,9.76,13.06,3.3,54.6,0.78,62.52,0.185,0
Azángaro,3859,2009-10-25,14.44,18.63,4.19,65.8,0.0,62.61,0.502,0
Azángaro,3859,2009-10-26,5.86,15.05,9.19,63.5,4.72,63.82,0.001,0
Azángaro,3859,2009-10-27,9.51,16.99,7.48,71.2,5.18,62.51,0.005,0
Azángaro,3859,2009-10-28,9.18,19.5,10.32,82.4,3.56,64.22,0.028,0
Azángaro,3859,2009-10-29,11.72,23.65,11.93,57.9,5.26,62.98,0.023,0
Azángaro,3859,2009-10-30,13.11,24.08,10.97,59.2,1.89,63.31,0.213,0
Azángaro,3859,2009-10-31,3.6,9.91,6.31,51.0,4.17,63.9,0.001,0
Azángaro,3859,2009-11-01,10.61,13.02,2.4,84.5,4.81,63.74,0.007,0
